stat.id,ma.id,category,first.author,year,n1,n2,effect,variance,statistic,ma.doi
2023,21,Individal Differences,Mouser,1985,1330,NA,0.32,NA,r,10.1037//0882- 7974.15.2.187
2024,21,Individal Differences,Mouser,1985,1330,NA,0.09,NA,r,10.1037//0882- 7974.15.2.187
2025,21,Individal Differences,Mouser,1985,1330,NA,-0.03,NA,r,10.1037//0882- 7974.15.2.187
2026,21,Individal Differences,Mullins,1991,148,NA,0.29,NA,r,10.1037//0882- 7974.15.2.187
2027,21,Individal Differences,Mullins,1991,122,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2028,21,Individal Differences,Munford,1994,229,NA,0.04,NA,r,10.1037//0882- 7974.15.2.187
2029,21,Individal Differences,Murrell,1982,570,NA,0.41,NA,r,10.1037//0882- 7974.15.2.187
2030,21,Individal Differences,Murrell,1982,570,NA,0.41,NA,r,10.1037//0882- 7974.15.2.187
2031,21,Individal Differences,Murrell,1982,570,NA,0.46,NA,r,10.1037//0882- 7974.15.2.187
2032,21,Individal Differences,Murrell,1991,1074,NA,0.09,NA,r,10.1037//0882- 7974.15.2.187
2033,21,Individal Differences,Murrell,1992,1031,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2034,21,Individal Differences,Mutran,1979,573,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2035,21,Individal Differences,Mutran,1981,300,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2036,21,Individal Differences,Mutran,1981,300,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2037,21,Individal Differences,Mutran,1981,781,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2038,21,Individal Differences,Myles,1978,3370,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2039,21,Individal Differences,Myles,1978,471,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2040,21,Individal Differences,Nagpal,1991,330,NA,-0.04,NA,r,10.1037//0882- 7974.15.2.187
2041,21,Individal Differences,Nagpal,1991,330,NA,0.54,NA,r,10.1037//0882- 7974.15.2.187
2042,21,Individal Differences,Nagpal,1991,330,NA,0.1,NA,r,10.1037//0882- 7974.15.2.187
2043,21,Individal Differences,Nagpal,1991,330,NA,-0.08,NA,r,10.1037//0882- 7974.15.2.187
2044,21,Individal Differences,Nagpal,1991,330,NA,0.41,NA,r,10.1037//0882- 7974.15.2.187
2045,21,Individal Differences,Nagpal,1991,330,NA,0.27,NA,r,10.1037//0882- 7974.15.2.187
2046,21,Individal Differences,Nahawat,1996,240,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2047,21,Individal Differences,Nahawat,1996,240,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2048,21,Individal Differences,Nehrke,1980,99,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2049,21,Individal Differences,Nehrke,1980,60,NA,0.33,NA,r,10.1037//0882- 7974.15.2.187
2050,21,Individal Differences,Nelson,1989,52,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2051,21,Individal Differences,Nelson,1989,52,NA,0.3,NA,r,10.1037//0882- 7974.15.2.187
2052,21,Individal Differences,Nelson,1990,68,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2053,21,Individal Differences,Neugarten,1961,177,NA,0.34,NA,r,10.1037//0882- 7974.15.2.187
2054,21,Individal Differences,Noelker,1982,427,NA,-0.13,NA,r,10.1037//0882- 7974.15.2.187
2055,21,Individal Differences,Noelker,1982,427,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2056,21,Individal Differences,Noelker,1982,427,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2057,21,Individal Differences,Noelker,1982,427,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2058,21,Individal Differences,Nussbaum,1983,120,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2059,21,Individal Differences,Nussbaum,1983,120,NA,0.02,NA,r,10.1037//0882- 7974.15.2.187
2060,21,Individal Differences,Palmore,1981,100,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2061,21,Individal Differences,Palmore,1981,100,NA,0.29,NA,r,10.1037//0882- 7974.15.2.187
2062,21,Individal Differences,Palmore,1981,100,NA,0.25,NA,r,10.1037//0882- 7974.15.2.187
2063,21,Individal Differences,Palmore,1981,100,NA,0.3,NA,r,10.1037//0882- 7974.15.2.187
2064,21,Individal Differences,Palmore,1981,100,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2065,21,Individal Differences,Palmore,1981,100,NA,0.27,NA,r,10.1037//0882- 7974.15.2.187
2066,21,Individal Differences,Palmore,1981,100,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2067,21,Individal Differences,Palmore,1977,378,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2068,21,Individal Differences,Palmore,1977,378,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2069,21,Individal Differences,Palmore,1972,501,NA,0.1,NA,r,10.1037//0882- 7974.15.2.187
2070,21,Individal Differences,Palmore,1972,501,NA,0.04,NA,r,10.1037//0882- 7974.15.2.187
2071,21,Individal Differences,Palmore,1972,501,NA,0.03,NA,r,10.1037//0882- 7974.15.2.187
2072,21,Individal Differences,Palmore,1972,501,NA,0.01,NA,r,10.1037//0882- 7974.15.2.187
2073,21,Individal Differences,Palmore,1972,501,NA,0.05,NA,r,10.1037//0882- 7974.15.2.187
2074,21,Individal Differences,Parent,1984,30,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2075,21,Individal Differences,Parmellee,1982,114,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2076,21,Individal Differences,Parmellee,1982,114,NA,0.07,NA,r,10.1037//0882- 7974.15.2.187
2077,21,Individal Differences,Parmellee,1982,114,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2078,21,Individal Differences,Parmellee,1982,114,NA,0.38,NA,r,10.1037//0882- 7974.15.2.187
2079,21,Individal Differences,Parmellee,1982,114,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2080,21,Individal Differences,Pinquart,1997,140,NA,0,NA,r,10.1037//0882- 7974.15.2.187
2081,21,Individal Differences,Pinquart,1997,140,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2082,21,Individal Differences,Pinquart,1997,140,NA,0.07,NA,r,10.1037//0882- 7974.15.2.187
2083,21,Individal Differences,Pinquart,1997,38,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2084,21,Individal Differences,Plechaty,1996,92,NA,-0.2,NA,r,10.1037//0882- 7974.15.2.187
2085,21,Individal Differences,Preston,1966,255,NA,0.28,NA,r,10.1037//0882- 7974.15.2.187
2086,21,Individal Differences,Preston,1966,120,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2087,21,Individal Differences,Puglisi,1980,2069,NA,0.09,NA,r,10.1037//0882- 7974.15.2.187
2088,21,Individal Differences,Quevillon,1983,72,NA,0.46,NA,r,10.1037//0882- 7974.15.2.187
2089,21,Individal Differences,Quevillon,1983,72,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2090,21,Individal Differences,Quinn,1983,171,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2091,21,Individal Differences,Quinn,1983,171,NA,0.24,NA,r,10.1037//0882- 7974.15.2.187
2092,21,Individal Differences,Quinn,1983,171,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2093,21,Individal Differences,Rahtz,1989,389,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2094,21,Individal Differences,Rahtz,1989,389,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2095,21,Individal Differences,Rahtz,1989,376,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2096,21,Individal Differences,Rahtz,1989,376,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2097,21,Individal Differences,Ranzijn,1998,1088,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2098,21,Individal Differences,Ranzijn,1998,1088,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2099,21,Individal Differences,Rao,1981,240,NA,0.32,NA,r,10.1037//0882- 7974.15.2.187
2100,21,Individal Differences,Rao,1981,240,NA,0.53,NA,r,10.1037//0882- 7974.15.2.187
2101,21,Individal Differences,Rao,1981,240,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2102,21,Individal Differences,Rapkin,1992,179,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2103,21,Individal Differences,Reed,1984,140,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2104,21,Individal Differences,Reinhardt,1996,241,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2105,21,Individal Differences,Reinhardt,1996,241,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2106,21,Individal Differences,Reinhardt,1996,241,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2107,21,Individal Differences,Reinhardt,1996,241,NA,0.39,NA,r,10.1037//0882- 7974.15.2.187
2108,21,Individal Differences,Reinhardt,1998,570,NA,0.25,NA,r,10.1037//0882- 7974.15.2.187
2109,21,Individal Differences,Reinhardt,1998,570,NA,0.15,NA,r,10.1037//0882- 7974.15.2.187
2110,21,Individal Differences,Reinhardt,1998,570,NA,0.35,NA,r,10.1037//0882- 7974.15.2.187
2111,21,Individal Differences,Reinhardt,1998,570,NA,0.09,NA,r,10.1037//0882- 7974.15.2.187
2112,21,Individal Differences,Reinhardt,1998,570,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2113,21,Individal Differences,Reinhardt,1989,150,NA,0.35,NA,r,10.1037//0882- 7974.15.2.187
2114,21,Individal Differences,Reinhardt,1989,150,NA,0.34,NA,r,10.1037//0882- 7974.15.2.187
2115,21,Individal Differences,Reitzes,1996,300,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2116,21,Individal Differences,Reitzes,1996,300,NA,0.03,NA,r,10.1037//0882- 7974.15.2.187
2117,21,Individal Differences,Revicki,1986,210,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2118,21,Individal Differences,Revicki,1986,210,NA,0.03,NA,r,10.1037//0882- 7974.15.2.187
2119,21,Individal Differences,Revicki,1986,210,NA,0.1,NA,r,10.1037//0882- 7974.15.2.187
2120,21,Individal Differences,Revicki,1986,210,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2121,21,Individal Differences,Revicki,1986,210,NA,0.15,NA,r,10.1037//0882- 7974.15.2.187
2122,21,Individal Differences,Revicki,1986,210,NA,0.24,NA,r,10.1037//0882- 7974.15.2.187
2123,21,Individal Differences,Revicki,1990,210,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2124,21,Individal Differences,Revicki,1990,210,NA,0.5,NA,r,10.1037//0882- 7974.15.2.187
2125,21,Individal Differences,Riley,1968,1385,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2126,21,Individal Differences,Rook,1998,129,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2127,21,Individal Differences,Ruffing-Rahal,1994,161,NA,0.15,NA,r,10.1037//0882- 7974.15.2.187
2128,21,Individal Differences,Ryan,1996,75,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2129,21,Individal Differences,Salokangas,1988,330,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2130,21,Individal Differences,Salomon,1985,71,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2131,21,Individal Differences,Sanders,1985,136,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2132,21,Individal Differences,Sanders,1985,136,NA,0.44,NA,r,10.1037//0882- 7974.15.2.187
2133,21,Individal Differences,Sanders,1985,136,NA,0.33,NA,r,10.1037//0882- 7974.15.2.187
2134,21,Individal Differences,Schmitt,1979,354,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2135,21,Individal Differences,Schmitt,1979,354,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2136,21,Individal Differences,Schmitt,1979,354,NA,0.01,NA,r,10.1037//0882- 7974.15.2.187
2137,21,Individal Differences,Schmitt,1979,354,NA,0.01,NA,r,10.1037//0882- 7974.15.2.187
2138,21,Individal Differences,Schwenk,1984,406,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2139,21,Individal Differences,Schwenk,1984,406,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2140,21,Individal Differences,Schwenk,1984,406,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2141,21,Individal Differences,Seltzer,1989,203,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2142,21,Individal Differences,Seltzer,1989,203,NA,0.45,NA,r,10.1037//0882- 7974.15.2.187
2143,21,Individal Differences,Seltzer,1989,203,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2144,21,Individal Differences,Seltzer,1989,203,NA,0.34,NA,r,10.1037//0882- 7974.15.2.187
2145,21,Individal Differences,Shepard,1992,56,NA,0.28,NA,r,10.1037//0882- 7974.15.2.187
2146,21,Individal Differences,Shmotkin,1990,447,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2147,21,Individal Differences,Shmotkin,1990,447,NA,0.33,NA,r,10.1037//0882- 7974.15.2.187
2148,21,Individal Differences,Shmotkin,1990,447,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2149,21,Individal Differences,Shmotkin,1990,447,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2150,21,Individal Differences,Shmotkin,1990,447,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2151,21,Individal Differences,Shmotkin,1990,447,NA,0.28,NA,r,10.1037//0882- 7974.15.2.187
2152,21,Individal Differences,Siara,1980,1864,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2153,21,Individal Differences,Silveira,1995,75,NA,0.29,NA,r,10.1037//0882- 7974.15.2.187
2154,21,Individal Differences,Silveira,1995,72,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2155,21,Individal Differences,Smith,1998,516,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2156,21,Individal Differences,Smith,1998,516,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2157,21,Individal Differences,Smith,1998,516,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2158,21,Individal Differences,Smith,1998,516,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2159,21,Individal Differences,Smith,1998,516,NA,0.3,NA,r,10.1037//0882- 7974.15.2.187
2160,21,Individal Differences,Smith,1972,259,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2161,21,Individal Differences,Smith,1986,60,NA,-0.11,NA,r,10.1037//0882- 7974.15.2.187
2162,21,Individal Differences,Smith,1986,60,NA,0.27,NA,r,10.1037//0882- 7974.15.2.187
2163,21,Individal Differences,Smith,1986,60,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2164,21,Individal Differences,Smith,1975,75,NA,0.34,NA,r,10.1037//0882- 7974.15.2.187
2165,21,Individal Differences,Smith,1975,75,NA,0.35,NA,r,10.1037//0882- 7974.15.2.187
2166,21,Individal Differences,Smits,1992,48,NA,0.6,NA,r,10.1037//0882- 7974.15.2.187
2167,21,Individal Differences,Snider,1980,428,NA,0.07,NA,r,10.1037//0882- 7974.15.2.187
2168,21,Individal Differences,Snider,1980,428,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2169,21,Individal Differences,Snider,1980,428,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2170,21,Individal Differences,Snider,1980,428,NA,0.04,NA,r,10.1037//0882- 7974.15.2.187
2171,21,Individal Differences,Snider,1980,428,NA,0.24,NA,r,10.1037//0882- 7974.15.2.187
2172,21,Individal Differences,Snow,1982,205,NA,0.05,NA,r,10.1037//0882- 7974.15.2.187
2173,21,Individal Differences,Snow,1982,205,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2174,21,Individal Differences,Snow,1982,205,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2175,21,Individal Differences,Snow,1982,205,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2176,21,Individal Differences,Snow,1982,205,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2177,21,Individal Differences,Spakes,1979,873,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2178,21,Individal Differences,Spreitzer,1974,112,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2179,21,Individal Differences,Spreitzer,1974,112,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2180,21,Individal Differences,Steinkamp,1987,175,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2181,21,Individal Differences,Steinkamp,1987,175,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2182,21,Individal Differences,Steinkamp,1987,101,NA,-0.02,NA,r,10.1037//0882- 7974.15.2.187
2183,21,Individal Differences,Steinkamp,1987,101,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2184,21,Individal Differences,Steinkamp,1987,92,NA,-0.13,NA,r,10.1037//0882- 7974.15.2.187
2185,21,Individal Differences,Steinkamp,1987,92,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2186,21,Individal Differences,Steinkamp,1987,32,NA,0.29,NA,r,10.1037//0882- 7974.15.2.187
2187,21,Individal Differences,Steinkamp,1987,32,NA,0.64,NA,r,10.1037//0882- 7974.15.2.187
2188,21,Individal Differences,Stevens,1995,50,NA,0.04,NA,r,10.1037//0882- 7974.15.2.187
2189,21,Individal Differences,Stevens,1995,50,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2190,21,Individal Differences,Stevens,1995,50,NA,0.1,NA,r,10.1037//0882- 7974.15.2.187
2191,21,Individal Differences,Stevens,1995,31,NA,0.39,NA,r,10.1037//0882- 7974.15.2.187
2192,21,Individal Differences,Stevens,1995,31,NA,0.06,NA,r,10.1037//0882- 7974.15.2.187
2193,21,Individal Differences,Stevens,1995,31,NA,0.65,NA,r,10.1037//0882- 7974.15.2.187
2194,21,Individal Differences,Stull,1988,150,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2195,21,Individal Differences,Stull,1988,150,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2196,21,Individal Differences,Stull,1988,150,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2197,21,Individal Differences,Stull,1989,4350,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2198,21,Individal Differences,Stutsman,1985,247,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2199,21,Individal Differences,Stutsman,1985,247,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2200,21,Individal Differences,Stutsman,1985,247,NA,-0.21,NA,r,10.1037//0882- 7974.15.2.187
2201,21,Individal Differences,Stutsman,1985,247,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2202,21,Individal Differences,Tate,1982,60,NA,-0.12,NA,r,10.1037//0882- 7974.15.2.187
2203,21,Individal Differences,Tate,1982,60,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2204,21,Individal Differences,Tate,1982,60,NA,-0.02,NA,r,10.1037//0882- 7974.15.2.187
2205,21,Individal Differences,Teresi,1993,77,NA,-0.13,NA,r,10.1037//0882- 7974.15.2.187
2206,21,Individal Differences,Teresi,1993,77,NA,0.17,NA,r,10.1037//0882- 7974.15.2.187
2207,21,Individal Differences,Teresi,1993,77,NA,-0.18,NA,r,10.1037//0882- 7974.15.2.187
2208,21,Individal Differences,Teresi,1993,77,NA,0.37,NA,r,10.1037//0882- 7974.15.2.187
2209,21,Individal Differences,Theissen,1970,200,NA,0.31,NA,r,10.1037//0882- 7974.15.2.187
2210,21,Individal Differences,Theissen,1970,200,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2211,21,Individal Differences,Theissen,1970,200,NA,-0.12,NA,r,10.1037//0882- 7974.15.2.187
2212,21,Individal Differences,Theissen,1970,200,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2213,21,Individal Differences,Thompson,1990,136,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2214,21,Individal Differences,Thompson,1990,136,NA,0.07,NA,r,10.1037//0882- 7974.15.2.187
2215,21,Individal Differences,Tismer,1976,4575,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2216,21,Individal Differences,Tismer,1976,4575,NA,0.16,NA,r,10.1037//0882- 7974.15.2.187
2217,21,Individal Differences,Tismer,1976,4575,NA,0.27,NA,r,10.1037//0882- 7974.15.2.187
2218,21,Individal Differences,Tismer,1976,4945,NA,0.28,NA,r,10.1037//0882- 7974.15.2.187
2219,21,Individal Differences,Tismer,1976,4945,NA,0.15,NA,r,10.1037//0882- 7974.15.2.187
2220,21,Individal Differences,Tismer,1976,4945,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2221,21,Individal Differences,Tismer,1976,4945,NA,0.25,NA,r,10.1037//0882- 7974.15.2.187
2222,21,Individal Differences,Tobin,1961,108,NA,0.38,NA,r,10.1037//0882- 7974.15.2.187
2223,21,Individal Differences,Tobin,1961,79,NA,0.49,NA,r,10.1037//0882- 7974.15.2.187
2224,21,Individal Differences,Toseland,1977,157,NA,0.24,NA,r,10.1037//0882- 7974.15.2.187
2225,21,Individal Differences,Toseland,1977,157,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2226,21,Individal Differences,Toseland,1977,157,NA,0.15,NA,r,10.1037//0882- 7974.15.2.187
2227,21,Individal Differences,Toseland,1977,157,NA,0.12,NA,r,10.1037//0882- 7974.15.2.187
2228,21,Individal Differences,Toseland,1977,157,NA,0.46,NA,r,10.1037//0882- 7974.15.2.187
2229,21,Individal Differences,Tran,1991,407,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2230,21,Individal Differences,Tran,1991,407,NA,0.07,NA,r,10.1037//0882- 7974.15.2.187
2231,21,Individal Differences,Tran,1991,407,NA,0.05,NA,r,10.1037//0882- 7974.15.2.187
2232,21,Individal Differences,Tran,1991,407,NA,-0.09,NA,r,10.1037//0882- 7974.15.2.187
2233,21,Individal Differences,Tran,1991,407,NA,0.01,NA,r,10.1037//0882- 7974.15.2.187
2234,21,Individal Differences,Tran,1991,407,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2235,21,Individal Differences,Traupman,1982,240,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2236,21,Individal Differences,Usui,1987,630,NA,0.32,NA,r,10.1037//0882- 7974.15.2.187
2237,21,Individal Differences,Usui,1987,630,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2238,21,Individal Differences,Usui,1987,630,NA,0.22,NA,r,10.1037//0882- 7974.15.2.187
2239,21,Individal Differences,Usui,1987,630,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2240,21,Individal Differences,Usui,1985,643,NA,0.33,NA,r,10.1037//0882- 7974.15.2.187
2241,21,Individal Differences,Usui,1985,643,NA,0.29,NA,r,10.1037//0882- 7974.15.2.187
2242,21,Individal Differences,Usui,1985,643,NA,0.25,NA,r,10.1037//0882- 7974.15.2.187
2243,21,Individal Differences,Usui,1985,643,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2244,21,Individal Differences,Usui,1985,643,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2245,21,Individal Differences,Usui,1985,643,NA,0.24,NA,r,10.1037//0882- 7974.15.2.187
2246,21,Individal Differences,Ward,1977,294,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2247,21,Individal Differences,Ward,1977,294,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2248,21,Individal Differences,Ward,1988,1185,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2249,21,Individal Differences,Ward,1988,1185,NA,0.09,NA,r,10.1037//0882- 7974.15.2.187
2250,21,Individal Differences,Ward,1988,1185,NA,0.23,NA,r,10.1037//0882- 7974.15.2.187
2251,21,Individal Differences,Ward,1988,1185,NA,0.08,NA,r,10.1037//0882- 7974.15.2.187
2252,21,Individal Differences,Watson,1991,150,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2253,21,Individal Differences,Watson,1991,150,NA,-0.1,NA,r,10.1037//0882- 7974.15.2.187
2254,21,Individal Differences,Watson,1991,150,NA,-0.05,NA,r,10.1037//0882- 7974.15.2.187
2255,21,Individal Differences,Watson,1991,150,NA,-0.13,NA,r,10.1037//0882- 7974.15.2.187
2256,21,Individal Differences,Watson,1991,150,NA,0.06,NA,r,10.1037//0882- 7974.15.2.187
2257,21,Individal Differences,Wensauer,1998,48,NA,0.03,NA,r,10.1037//0882- 7974.15.2.187
2258,21,Individal Differences,Wensauer,1998,48,NA,0.11,NA,r,10.1037//0882- 7974.15.2.187
2259,21,Individal Differences,Wensauer,1998,48,NA,0.2,NA,r,10.1037//0882- 7974.15.2.187
2260,21,Individal Differences,Wensauer,1998,48,NA,0.1,NA,r,10.1037//0882- 7974.15.2.187
2261,21,Individal Differences,West,1984,67,NA,0.14,NA,r,10.1037//0882- 7974.15.2.187
2262,21,Individal Differences,West,1984,67,NA,0.13,NA,r,10.1037//0882- 7974.15.2.187
2263,21,Individal Differences,White-Means,1996,111,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2264,21,Individal Differences,Willits,1988,1650,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2265,21,Individal Differences,Willits,1988,1650,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2266,21,Individal Differences,Willits,1988,1650,NA,0.19,NA,r,10.1037//0882- 7974.15.2.187
2267,21,Individal Differences,Wolk,1975,92,NA,0.26,NA,r,10.1037//0882- 7974.15.2.187
2268,21,Individal Differences,Wolk,1976,129,NA,0.18,NA,r,10.1037//0882- 7974.15.2.187
2269,21,Individal Differences,Wood,1978,257,NA,0.33,NA,r,10.1037//0882- 7974.15.2.187
2270,21,Individal Differences,Woods,1981,29,NA,0.36,NA,r,10.1037//0882- 7974.15.2.187
2271,21,Individal Differences,Woods,1981,71,NA,0.36,NA,r,10.1037//0882- 7974.15.2.187
2272,21,Individal Differences,Ziegler,1983,79,NA,0.34,NA,r,10.1037//0882- 7974.15.2.187
2273,21,Individal Differences,Zimmer,1996,4049,NA,0.21,NA,r,10.1037//0882- 7974.15.2.187
2274,22,Psychosocial,Allard,2008,20,20,0.06,NA,d,10.1037/a0035194
2275,22,Psychosocial,Bannerman,2011,30,30,0.67,NA,d,10.1037/a0035194
2276,22,Psychosocial,Brassen,2011,21,22,0.11,NA,d,10.1037/a0035194
2277,22,Psychosocial,Charles,2003,48,48,0.95,NA,d,10.1037/a0035194
2278,22,Psychosocial,Charles,2003,32,32,0.41,NA,d,10.1037/a0035194
2279,22,Psychosocial,Chung,2010,80,43,1.33,NA,d,10.1037/a0035194
2280,22,Psychosocial,Comblain,2004,20,20,0,NA,d,10.1037/a0035194
2281,22,Psychosocial,D'Argembeau,2004,32,32,0.26,NA,d,10.1037/a0035194
2282,22,Psychosocial,Ebner,2009,24,32,0.12,NA,d,10.1037/a0035194
2283,22,Psychosocial,Ebner,2010,20,32,0.15,NA,d,10.1037/a0035194
2284,22,Psychosocial,Emery,2008,27.5,29,0.25,NA,d,10.1037/a0035194
2285,22,Psychosocial,Emery,2008,27.5,29,0.19,NA,d,10.1037/a0035194
2286,22,Psychosocial,Emery,2008,21,23,0.48,NA,d,10.1037/a0035194
2287,22,Psychosocial,Emery,2008,21,23,0.15,NA,d,10.1037/a0035194
2288,22,Psychosocial,Emery,2011,53,48,0.18,NA,d,10.1037/a0035194
2289,22,Psychosocial,Feng,2011,40,45,0.41,NA,d,10.1037/a0035194
2290,22,Psychosocial,Fernandes,2008,48,49,0.2,NA,d,10.1037/a0035194
2291,22,Psychosocial,Fleming,2003,19,27,0.22,NA,d,10.1037/a0035194
2292,22,Psychosocial,Fung,2008,57,46,0.02,NA,d,10.1037/a0035194
